,PART_ID,PART_NAME,PART_DESCRIPTION,PART_OWNER,PART_REVISION,REVISION_DATE,PRODUCT_GROUP,PRODUCT_SUBGROUP,WIDTH_(MM),HEIGHT_(MM),DEPTH_(MM),MOUNTING_CLEARANCES_(MM),WEIGHT_(KG),MANUFACTURER,MANUFACTURER_PART_NUMBER,EPLAN_PART_NUMBER,OLD_PLM_ID,OLD_SAP_ID,RELEASED_STATUS,RELEASED_DATE,PART_CATEGORY,PART_ID_CLEANED
670,17450,SENSOR CABLE,"2095895 SICK M12 4-PIN CABLE ASSEMBLY, 2M CABLE YG2A14-020VB3XLEAX",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,1.0,,,,,,SICK AG,2095895,SICK.2095895,,,PRODUCTION,10-JAN-2023 19:01,ELECTRICAL PART,17450
671,17451,INDUCTIVE PROXIMITY SENSOR,"INDUCTIVE PROXIMITY SENSORS IME, CYLINDRICAL THREAD DESIGN, SENSING RANGE SN 8 MM,SAFE SENSING RANGE SA 6.48 MM",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,207.0,,,,,,SICK AG,1040970,SICK.1040970,,,PRODUCTION,10-JAN-2023 19:01,ELECTRICAL PART,17451
672,17452,"SENSOR - INDUCTIVE, PNP, 20MM","INDUCTIVE PROXIMITY SENSOR, M30 X 1.5, 20MM RANGE, PNP, NO, M12 - 4 PIN CONNECTOR.",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,207.0,30.0,71.0,30.0,,0.0,SICK,1041046,SICK.1041046,,,PRODUCTION,04-AUG-2023 16:16,ELECTRICAL PART,17452
673,17453,CABLE,"CONNECTING CABLES, FEMALE CONNECTOR, M8, 3-PIN, ANGLED, A-CODED, 2096166",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,1.0,,,,,,SICK,2096166,SICK.2096166,,,PRODUCTION,12-DEC-2022 19:05,ELECTRICAL PART,17453
674,17454,CABLE,"CONNECTING CABLES, FEMALE CONNECTOR, M8, 3-PIN, STRAIGHT, A-CODED, 2094788",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,1.0,,,,,,SICK,2094788,SICK.2094788,,,PRODUCTION,12-DEC-2022 19:05,ELECTRICAL PART,17454
675,17455,MOUNTING SYSTEM,MOUNTING BRACKET FOR FLOOR MOUNTING,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,1.0,,,,,,SICK AG,4034748,SICK.4034748,,,,,ELECTRICAL PART,17455
676,17456,"SENSOR - DIFFUSIVE, PNP, 140MM","PHOTOELECTRIC PROXIMITY SENSOR, BACKGROUND SUPPRESSION, SENSING RANGE MAX. 5 MM 250 MM SENSING RANGE 35 MM 140 MM.",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,206.0,31.5,12.0,21.0,,0.06,SICK,1052444,SICK.1052444,,,PRODUCTION,06-AUG-2023 07:34,ELECTRICAL PART,17456
677,17457,END CAP,"END CAP 0831 4P L=74MM, THE END CAP FOR TRANSFER POINTS",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,20.0,1.0,,,,,,CONDUCTIX,083172-4,CW.083172-4,,,PRODUCTION,25-JAN-2023 18:37,ELECTRICAL PART,17457
678,17458,RUBBER BUMPER PADS,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,1.0,1.0,,,,,,BUMPER SPECIALITIES INC,BS-20,BMR.BS-20,,,,,ELECTRICAL PART,17458
679,17459,MOTOR DRIVER,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,9.0,1.0,0.0,,,,,"CURTIS INSTRUMENTS, INC.",1212S-2601,CUR.1212S-2601,,,,,ELECTRICAL PART,17459
680,17460,INDUSTRIAL ETHERNET SWITCH,"IE-2000-16TC-G-N IS THE IE2000 SERIES IE 16 10/100,2 FE SFP+2 T/SFP, BASE WITH 1588 & NA SWITCH.",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,19.0,1.0,0.0,0.0,0.0,,0.0,CISCO,IE-2000-16TC-G-N,CSCO.IE-2000-16TC-G-N,,,,,ELECTRICAL PART,17460
681,17461,USB CABLE,AMX USB 3.0/3.1 GEN 1 TYPE-A TO TYPE-C (1M/3.3FT) THERMO-NYLON BRAIDED 22 AWG TINNED COPPER CABLE FOR FAST CHARGING AND SUPER SPEED DATA TRANSFER UPTO 5 GBPS DATA TRANSFER FOR ANDROID MOBILE PHONES AND OTHER COMPATIBLE DEVICES.,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,29.0,1.0,0.0,0.0,0.0,,0.0,AMX LLC,?AMX_CA-1,AMX.?AMX_CA-1,,,,,ELECTRICAL PART,17461
682,17462,"DIODE-50 V,10 A","DIODE TYPE,STANDARD,VOLTAGE - DC REVERSE (VR) (MAX),50 V,CURRENT - AVERAGE RECTIFIED (IO),10A,VOLTAGE - FORWARD (VF) (MAX) @ IF,1 V @ 10 A,SPEED,STANDARD RECOVERY >500NS, > 200MA (IO),CURRENT - REVERSE LEAKAGE @ VR,10 ?A @ 50 V,CAPACITANCE",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,17.0,1.0,0.0,0.0,0.0,,0.0,DIODES.I,10A01-T,DIO.10A01-T,,,PRODUCTION,03-JUL-2024 16:56,ELECTRICAL PART,17462
683,17463,48V/3000W RECTIFIER,HE512865 SERENITY 48V/3000 HIGH EFFICIENCY RECTIFIER,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,107.0,1.0,0.0,0.0,0.0,,0.0,EXICOM,HE512865,EXI.HE512865,,,,,ELECTRICAL PART,17463
684,17464,PLUG CONNECTORS AND CABLES,"SICK 5M SENSOR CONNECTOR CABLE/YF8U13-050VA1XLEAX, 17464",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,29.0,184.0,0.0,0.0,0.0,,0.0,SICK,2095884,SICK.2095884,,,PRODUCTION,13-DEC-2022 20:13,ELECTRICAL PART,17464
685,17465,"ENCODER - INC,SAFETY,HOLLOW,24V DC","SAFETY ENCODERS DFS60S PRO, SIL2, INCREMENTAL, SIN/COS",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,203.0,60.0,72.0,43.0,,0.25,SICK AG,1069529,SICK.1069529,,,PRODUCTION,18-SEP-2023 10:47,ELECTRICAL PART,17465
686,17466,"PRE FAB CABLE-5M,M12,FREE,STRAIGHT,NON-SHIELDED,FEMALE","CONNECTING CABLE WITH M12 FEMALE CONNECTOR, 5-PIN, STRAIGHT, A-CODED",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,29.0,184.0,0.0,0.0,0.0,,0.0,SICK AG,2096240,SICK.2096240,,,PRODUCTION,18-SEP-2023 10:47,ELECTRICAL PART,17466
687,17467,MINIATURE PHOTOELECTRIC SENSORS,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,203.0,,,,,,SICK AG,1068921,SICK.1068921,,,PRODUCTION,01-FEB-2024 12:30,ELECTRICAL PART,17467
688,17468,SENSOR,ULTRASONIC SENSOR,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,207.0,0.0,0.0,0.0,,0.0,SICK AG,6048420,SICK.6048420,,,PRODUCTION,11-JAN-2023 17:45,ELECTRICAL PART,17468
689,17469,INDUCTIVE PROXIMITY SENSORS,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,207.0,,,,,,SICK AG,6020110,SICK.6020110,,,,,ELECTRICAL PART,17469
690,17470,AUXILIARY CONTACT ALARM,ACTI 9 - AUXILIARY CONTACT ALARM SD AC DC,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,8.0,188.0,0.0,0.0,0.0,,0.0,SCHNEIDER,OCK,SE.OCK,,,,,ELECTRICAL PART,17470
691,17471,"MCB-1P,4A",MINIATURE CIRCUIT BREAKER - XC60 - 1 POLE - 4 A - C CURVE,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,0.0,0.0,0.0,,0.0,SCHNEIDER,A9N1P04C,SE.A9N1P04C,,,PRODUCTION,10-JAN-2023 20:35,ELECTRICAL PART,17471
692,17472,"HMI-10.1"",TOUCH,24V DC",HMI SCREEN GP4000E SERIES 10.1 INCH WIDE 24VDC,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,8.0,185.0,275.0,206.0,38.2,,0.0,SCHNEIDER,PFXGP4502WADW,SE.PFXGP4502WADW,,,PRODUCTION,21-DEC-2023 15:30,ELECTRICAL PART,17472
693,17473,AUXILIARY CONTACT BLOCK,"AUXILIARY CONTACT BLOCK, TESYS D, 2NO + 2NC, FRONT MOUNTING, SCREW CLAMP TERMINALS",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,3.0,4.0,0.0,0.0,0.0,,0.0,SCHNEIDER,LADN22,SE.LADN22,,,,,ELECTRICAL PART,17473
694,17474,SELECTOR SWITCH,"SELECTOR SWITCH WITH KEY, 2 POSITIONS 2 STAYPUT, 1NO, KEY ON LEFT",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,208.0,53.0,36.0,90.0,,0.082,SCHNEIDER,XB5AG21N,SE.XB5AG21N,,,PRODUCTION,30-MAY-2023 13:31,ELECTRICAL PART,17474
695,17475,"MCB-2P,25A",MINIATURE CIRCUIT BREAKER - XC60 - 2 POLES - 25 A - C CURVE PN:A9N2P25C,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,,,,,,SCHNEIDER ELECTRIC FREN,A9N2P25C,SE.A9N2P25C,,,PRODUCTION,13-DEC-2022 15:18,ELECTRICAL PART,17475
696,17476,INDUSTRIAL PLUG,PRATIKA WANDER PLUG - STRAIGHT - 16 A - 2P + E - 200...250 V AC - IP67 PN: PKX16M723,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,4.0,215.0,0.0,0.0,0.0,,0.0,SCHNEIDER,PKX16M723,SE.PKX16M723,,,,,ELECTRICAL PART,17476
697,17477,INDUSTRIAL SOCKET,PRATIKA SOCKET - SCREW - ANGLED - 16A - 2P + E - 200...250 V AC - PANEL PN: PKF16F723,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,4.0,216.0,0.0,0.0,0.0,,0.0,SCHNEIDER,PKF16F723,SE.PKF16F723,,,,,ELECTRICAL PART,17477
698,17478,SOCKET,OPALE SOCKET-OUTLET 3P WITH SHUTTERS 6 A WHITE,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,4.0,216.0,0.0,0.0,0.0,,0.0,SCHNEIDER,X2005WH,SE.X2005WH,,,,,ELECTRICAL PART,17478
699,17479,INDICATOR,ROUND PILOT LIGHT  22 - GREEN - INTEGRAL LED - 24 V - SCREW CLAMP TERMINALS,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,0.0,29.0,29.0,54.0,,0.02,SCHNEIDER,XB7EV03BPN,SE.XB7EV03BPN,,,PRODUCTION,13-JUL-2023 15:41,ELECTRICAL PART,17479
700,17480,"COMPLETE BUZZER, PLASTIC, ?22, CONTINUOUS OR INTERMITTENT TONE, 24 V AC/DC","THIS HARMONY XB5, ANNUNCIATOR SIREN IS SUPPLIED WITH 24V AC/DC WITH NOISE LEVEL 85DB. THIS ANNUCIATOR SIREN PROVIDES A SIGNALETIC SOUND ALARM FOR YOUR INSTALLATION. IT IS EASILY INSTALLED INTO STANDARD 22MM DIAMETER CUT-OUTS",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,203.0,0.0,0.0,0.0,,0.0,SCHNEIDER,XB5KSB,SE.XB5KSB,,,,,ELECTRICAL PART,17480
701,17481,"MCB-2P,40A","THIS MULTI9 C60H-DC IS A LOW VOLTAGE MINIATURE CIRCUIT BREAKER (MCB) DEDICATED TO DIRECT CURRENT. IT IS A 2P CIRCUIT BREAKER WITH 2 PROTECTED POLES, 40A RATED CURRENT AND C TRIPPING CURVE",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,0.0,0.0,0.0,,0.0,SCHNEIDER,M9U21240,SE.M9U21240,,,,,ELECTRICAL PART,17481
702,17482,MINIATURE CIRCUIT BREAKER,PRODUCT PICTURE SCHNEIDER ELECTRIC MINIATURE CIRCUIT BREAKER - C60H - 2 POLES - 50 A - C CURVE,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,0.0,0.0,0.0,,0.0,SCHNEIDER,A9N61538,SE.A9N61538,,,PRODUCTION,02-JAN-2023 18:08,ELECTRICAL PART,17482
703,17483,PUSH BUTTOON,"ILLUMINATED PUSH BUTTON, HARMONY XB5, PLASTIC, BLUE FLUSH, 22MM, UNIVERSAL LED, PLAIN LENS, 1NO + 1NC, 24V AC/DC",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,208.0,,,,,,SCHNEIDER,XB5AW36B5,SE.XB5AW36B5,,,PRODUCTION,25-NOV-2022 17:59,ELECTRICAL PART,17483
704,17484,PUSH BUTTON,"RED ILLUMINATED PUSH BUTTON, PLASTIC, FLUSH,22, SPRING RETURN, 24 V AC/DC, 1 NO + 1 NC",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,208.0,,,,,,SCHNEIDER,XB5AW34B5,SE.XB5AW34B5,,,PRODUCTION,25-NOV-2022 18:58,ELECTRICAL PART,17484
705,17485,SWITCH DISCONNECTOR,"NUMBER OF POLES,3P,CONTACT TYPE AND COMPOSITION,3 NO,[UE] IEC RATED OPERATIONAL VOLTAGE,690 V AC 50/60 HZ, RATED OPERATIONAL CURRENT,41.5 A AC-23 UE: 400 V, MECHANICAL DURABILITY,30000 CYCLES",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,193.0,,,,,,SCHNEIDER ELECTRIC FREN,VBF3,SE.VBF3,,,PRODUCTION,14-DEC-2022 19:12,ELECTRICAL PART,17485
706,17486,CONNECTING CABLE,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,29.0,1.0,0.0,0.0,0.0,,0.0,FESTO,541334,FES.541334,,,,,ELECTRICAL PART,17486
707,17487,PLUG SOCKET FOR CONNECTING INDIVIDUAL VALVES,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,4.0,15.0,0.0,0.0,0.0,,0.0,FESTO,151687,FES.151687,,,,,ELECTRICAL PART,17487
708,17488,MOTION CONTROL,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,9.0,1.0,,,,,,"ELMO MOTION CONTROL, INC.",G-TWI15/100EES,ELMO.G-TWI15/100EES,,,,,ELECTRICAL PART,17488
709,17489,MOTION CONTROL,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,9.0,1.0,,,,,,"ELMO MOTION CONTROL, INC.",G-TWIR80/80EES,ELMO.G-TWIR80/80EES,,,,,ELECTRICAL PART,17489
710,17490,ELECTROMAGNETIC RELAY,RELAY: ELECTROMAGNETIC; DPDT; UCOIL: 24VDC; ICONTACTS MAX: 15A,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,2.0,1.0,,,,,,"FINDER RELAY,INC",40.52.9.024.5000,FIRY.40.52.9.024.5000,,,,,ELECTRICAL PART,17490
711,17491,INTERLOCK LIMIT SWITCH,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,204.0,,,,,,ELFIN TECHNOLOGY GMBH,050FI10,ELFIN.050FI10,,,,,ELECTRICAL PART,17491
712,17492,THREE-POLE LIMIT SWITCH,"OPERATING TEMPERATURES -25<DEG>  +65<DEG>C,PROTECTION DEGREE IP20 (IEC-EN60529),MECHANICAL DURABILITY 5.000.000 OPERATIONS,HOUSING MATERIAL PC POLYCARBONATE,TERMINAL SCREW TIGHTENING TORQUE 0.81 NM (IEC-EN60947-1)",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,12.0,204.0,,,,,,ELFIN TECHNOLOGY GMBH,050FC2C,ELFIN.050FC2C,,,,,ELECTRICAL PART,17492
713,17493,"MCB-2P,2A","NUMBER OF PROTECTED POLES,2,[IN] RATED CURRENT,2 A AT 25 ?C CONFORMING TO EN/IEC 60947-2, RATED OPERATIONAL VOLTAGE,240 V AC 50/60 HZ,415 V AC 50/60 HZ,440 V AC 50/60 HZ, MECHANICAL DURABILITY,20000 CYCLES,ELECTRICAL DURABILITY,10000 CYCLES",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,0.0,0.0,0.0,,0.0,SCHNEIDER,M9F22202,SE.M9F22202,,,,,ELECTRICAL PART,17493
714,17494,"MCB-2P,4A","MINIATURE CIRCUIT BREAKER (MCB), MULTI9 C60SP, 2P, 4A,",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,,,,,,SCHNEIDER,M9F22204,SE.M9F22204,,,PRODUCTION,12-DEC-2022 19:05,ELECTRICAL PART,17494
715,17495,"MCB-2P,10A",,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,6.0,194.0,0.0,0.0,0.0,,0.0,SCHNEIDER,M9F22210,SE.M9F22210,,,PRODUCTION,10-APR-2024 18:30,ELECTRICAL PART,17495
716,17496,UPS,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,22.0,1.0,0.0,0.0,0.0,,0.0,SCHNEIDER,SRV3KUXI-IN,SE.SRV3KUXI-IN,,,,,ELECTRICAL PART,17496
717,17497,"CABLE,M8 RIGHT ANGLED,4 CONNECTION","PRODUCT TYPE:SENSOR CABLES / ACTUATOR CABLES,1,SUBCATEGORY:CABLE ASSEMBLIES,PART # ALIASES:XS3FM422405A,UNIT WEIGHT:138.492 G",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,29.0,184.0,0.0,0.0,0.0,,0.0,OMRON,XS3F-M422-405-A,OMR.XS3F-M422-405-A,,,,,ELECTRICAL PART,17497
718,17498,"CABLE,M12 MALE TO M12 FEMALE, 8 PIN, 5 METER","TYPEELECTRICAL CONNECTION,M12 8-PIN CONNECTOR",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,29.0,184.0,0.0,0.0,0.0,,0.0,OMRON,09446-050,OMR.09446-050,,,,,ELECTRICAL PART,17498
719,17499,"BARCODE SCANNER-VISION,FIXED,2D","CMOS,POLARIZATION FILTER,RANGE 50 TO 800MM,LED,RED,MALE CONNECTOR M12 12PIN,A CODED,FEMALE CONNECTOR M12 4PIN,D CODED",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,17.0,1.0,43.0,61.0,44.0,,0.12,LEUZE,50146853,LEU.DCR 248I FIX-L1-102-R3-P,,,PRODUCTION,10-MAY-2024 18:56,ELECTRICAL PART,17499
720,17500,MOUNTING SYSTEM,,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 15:49,55.0,1.0,,,,,,SICK AG,2058723,SICK.2058723,,,,,ELECTRICAL PART,17500
721,17502,"SAFETY LIGHT CURTAIN -TRNSFR,900 MM,24V DC","SAFETY LIGHT CURTAIN -TRANSMITTER, 900MM, 24V DC, CONNECTOR M12, MALE, 5PIN",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,8.0,1.0,29.0,966.0,35.4,,1.05,LEUZE,68000909,LEU.MLC500T90-900,,,PRODUCTION,19-AUG-2023 16:47,ELECTRICAL PART,17502
722,17503,WIRE  4G 2.5 SQMM,"OLFLEX 100 I 4 G 2.50 GY POWER AND CONTROL CABLE; 4G2.5; 11.3 MM; 1,1 KV; PVC; CORE IDENTIFICATION: COLOURS; FLEXIBLE",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,29.0,1.0,,,,,,LAPP,38007076,LAPP.38007076,,,PRODUCTION,22-NOV-2022 13:59,ELECTRICAL PART,17503
723,17504,"TERMINAL BLOCK, 6 SQ MM",FEED-THROUGH TERMINAL BLOCK - UK 6 N,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,3.0,4.0,8.2,42.5,47.0,,0.013014,PHEONIX.C,3004524,PXC.3004524,,,,,ELECTRICAL PART,17504
724,17505,"ISOLATOR SWITCH-3P,63A","SCHNEIDER ELECTRIC 3P POLE PANEL MOUNT ISOLATOR SWITCH - 63A MAXIMUM CURRENT, 30KW POWER RATING",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,6.0,192.0,60.0,60.0,0.0,,0.56,SCHNEIDER,VCF3,SE.VCF3,,,PRODUCTION,29-JUN-2024 17:02,ELECTRICAL PART,17505
725,17506,CONDUIT CLAMP,NFH28NG NFH28B <DASH> NFH-28NG NFH-28B 28 MOUNTING CLIP. NFH-28NG NFH-28B 28 MOUNTING CLIP,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,1.0,1.0,0.0,0.0,0.0,,0.0,CNT,NFH28NG NFH28B,CNT.NFH28NG NFH28B,,,,,ELECTRICAL PART,17506
726,17507,CONTROL CLAMP,CONTROL CLAMP,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,17.0,1.0,0.0,0.0,0.0,,0.0,CONTROLWELL,NFH-22B,CNT.NFH-22B,,,PRODUCTION,12-DEC-2022 18:48,ELECTRICAL PART,17507
727,17508,"LUG-CU,RING,0.5MM2 TO 1.5MM2","LUG-CU,RING,0.5MM2 TO 1.5MM2,DIA M6",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,3.0,4.0,0.0,0.0,0.0,,0.0,LAPP,63104080,LAPP.63104080,,,PRODUCTION,20-SEP-2023 17:46,ELECTRICAL PART,17508
728,17509,SWITCH WITH ENCLOSURE 3P 20A WITH RED/YELLOW HANDLE,TELERGON REAR MOUNT ISOLATOR 3 POLE 20A RED/YELLOW HANDLE,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,6.0,192.0,,,,,,TGN,ZBK20EHN4A3,TGN.ZBK20EHN4A3,,,,,ELECTRICAL PART,17509
729,17510,WIRE,"WIRE 1.5 SQMM , 1X1.5 GREY",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4620061U,LAPP.4620061U,,,PRODUCTION,18-JAN-2023 13:10,ELECTRICAL PART,17510
730,17511,INDICATING LAMP,INDUSTRIAL PANEL MOUNT INDICATORS / SWITCH INDICATORS PILOT LIGHT LED GREEN 230V,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,12.0,208.0,29.0,29.0,54.0,,0.02,SCHNEIDER ELECTRIC FREN,XB7EV03MP,SE.XB7EV03MP,,,PRODUCTION,22-NOV-2022 13:57,ELECTRICAL PART,17511
731,17512,MOSFET BASEDPN: 2907752,"ACTIVE QUINT SINGLE REDUNDANCY MODULE FOR DIN RAIL MOUNTING, INPUT: 12 - 24 V DC, OUTPUT: 12 - 24 V DC/1 X 40 A, INCL. MOUNTED UTA 107/30 UNIVERSAL DIN RAIL ADAPTER",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:15,20.0,1.0,32.0,130.0,125.0,,0.6984,PHEONIX.C,2907752,PXC.2907752,,,,,ELECTRICAL PART,17512
732,17513,"EARTHING TERMINAL BLOCK 4 SQ. MM, SPRING CAGE TYPE","SPRING CAGE GROUND TERMINAL BLOCK, NUMBER OF CONNECTIONS: 2, CONNECTION METHOD: SPRING-CAGE CONNECTION, 1 LEVEL, CROSS SECTION: 0.08 MM2-6 MM2, MOUNTING TYPE: NS 35/7,5, NS 35/15, COLOR: GREEN-YELLOW",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,3.0,4.0,6.2,56.0,36.5,,0.0122,PHEONIX.C,3031380,PXC.3031380,,,,,ELECTRICAL PART,17513
733,17514,"TERMINAL BLOCK 35 SQ MM STUD TYPE, RBO 6 E","BOLT CONNECTION TERMINAL BLOCK, NOM. VOLTAGE: 800 V, NOMINAL CURRENT: 125 A, CONNECTION METHOD: BOLT CONNECTION, 1 LEVEL, RATED CROSS SECTION: 35 MM2, MOUNTING TYPE: NS 35/7,5, NS 35/15, NS 32, COLOR: DARK GRAY",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,3.0,4.0,17.0,48.6,0.0,,0.09999,PHEONIX.C,3075906,PXC.3075906,,,,,ELECTRICAL PART,17514
734,17515,"ETHERNET, M12 8-PIN PLUG (SCREW-ON)-TO-RJ45, 3 M",ETHERNET CABLES / NETWORKING CABLES QX HOST CBL ETN M12 - RJ45 3M,KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,184.0,0.0,0.0,0.0,,0.0,OMRON,61-000163-03,OMR.61-000163-03,,,,,ELECTRICAL PART,17515
735,17516,"CABLE-1C,70MM2,BLACK,COPPER(CU),FLEXIBLE","LFLEX<REGISTERED> UNIPLUS
SINGLE CORE CABLE; 1X70; BLACK; RING; 1,1 KV; PVC; FIXED INSTALLATION",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4521014U,LAPP.4521014U,,,PRODUCTION,08-JAN-2024 18:47,ELECTRICAL PART,17516
736,17517,1C X 70SQ MM CABLE SINGLE YELLOW/GREEN,"LAPP OLFLEX UNIPLUS 70 SQ.MM, SINGLE CORE COPPER FLEXIBLE CABLE, GREEN & YELLOW, PVC FR (FLAME RETARDANT)",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,1.0,,,,,,LAPP,4521004U,LAPP.4521004U,,,,,ELECTRICAL PART,17517
737,17518,"CABLE-1C,70MM2,YELLOW,COPPER(CU),FLEXIBLE","LFLEX<REGISTERED> UNIPLUS
SINGLE CORE CABLE; 1X70; YELLOW; RING; 1,1 KV; PVC; FIXED INSTALLATION",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4521114U,LAPP.4521114U,,,PRODUCTION,08-JAN-2024 18:47,ELECTRICAL PART,17518
738,17519,"CABLE-1C,70MM2,RED,COPPER(CU),FLEXIBLE","LFLEX UNIPLUS
SINGLE CORE CABLE; 1X70; RED; RING; 1,1 KV; PVC; FIXED INSTALLATION",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,1.0,0.0,0.0,0.0,,0.0,LAPP,4521044U,LAPP.4521044U,,,PRODUCTION,08-JAN-2024 18:47,ELECTRICAL PART,17519
739,17520,1C X 50SQ MM CABLE SINGLE BLACK,"LAPP OLFLEX UNIPLUS 50 SQ.MM, SINGLE CORE COPPER FLEXIBLE CABLE, BLACK, PVC FR (FLAME RETARDANT)",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,1.0,,,,,,LAPP,4521013U,LAPP.4521013U,,,PRODUCTION,25-AUG-2023 14:39,ELECTRICAL PART,17520
740,17521,CONNECTOR WITH CABLE,"SSI BUS CABLE, B-CODED M12, 5-PIN CABLE",KUMARI MONIKA (KUMARIMONIKA),0,19-OCT-2022 16:16,29.0,184.0,,,,,,P+F,V15B-G-15M-LIHCH-TP,P+F.V15B-G-15M-LIHCH-TP,,,,,ELECTRICAL PART,17521
