,ITEM_CODE,ITEM_NAME
487,17692,1C X 50SQ MM CABLE SINGLE RED
488,17694,70 SQ MM RING LUGS
489,17695,LUGS
490,17699,CONTACT BLOCK
491,17700,PROFINET MANAGED SWITCH 10PORT
492,17701,DIN RAIL
493,17702,SAFETY CONTACTOR 24V DC 30 A
494,17703,COGNEX DATAMAN 262 -QL FIXED-MOUNT ID READER
495,17705,CPU WITH 2PORT PROFINET
496,17706,"M12 4 POLE,FEMALE CONNECTOR"
497,17707,CABLE
498,17708,NUMBERED CABLE 25G1.5SQMM
499,17718,"MPCB BUSBAR-4 MODULE,63A"
500,17720,CONTACTOR 18A
501,17721,DATAMAN POWER & IO CABLE
502,17723,SMPS
503,17724,SELECTOR SWITCH
504,17726,END COVER- TERMINAL
505,17727,"BLOCK, NOM. VOLTAGE: 1000 V, NOMINAL CURRENT: 41 A, CONNECTION METHOD: PUSH-IN CONNECTION, RATED CROSS SECTION: 6 MM2, CROSS SECTION: 0.5 MM2-10 MM2, MOUNTING TYPE: NS 35/7,5, NS 35/15, COLOR: GRAY"
506,17729,EMERGENCY PUSH BUTTON WITH 1NC
507,17732,TESYS D CONTACTOR 3P-AC3 440V 40A
508,17734,4 POSITION RECTANGULAR PLUG CONNECTOR IDC GOLD 24-26 AWG
509,17735,CONN PLUG 4POS IDC 24-26AWG GOLD
510,17736,SEPARATING PLATE
511,17737,TERMINAL END PLATE
512,17740,FLN P21NG FLN P21B <DASH> FLN P21NG FLN P21B PG 21 PG THREAD POLYAMIDE LOCK NUTS
513,17741,CONTROLWELL PG 13.5 PG THREAD BLACK POLYAMIDE LOCK NUT FLN P13.5B
514,17744,"CONTACTOR, 3P+1N/O, 11KW/400V/AC3"
515,17745,INDICATING LAMP 22.5MM LED TYPE YELLOW 24V
516,17746,CONTACTOR 3P-AC3 440V 50A
517,17747,COLLECTOR 50A 60V
518,17748,1 MM PIN LUGS
519,17753,PHOTO SENSOR
520,17759,CONTACT BLOCK
521,17766,WALL MOUNTED 600X800X300
522,17767,BARCODE READER WITH RS485 INTERFACE
523,17768,OPTICAL READING HEAD PXV100-F200-B25-V1D
524,17770,"FEED-THROUGH MODULAR TERMINAL BLOCK, CROSS SECTION: 0.14 MM<POW2>-4 MM<POW2>, AWG:26-12, CONNECTION TYPE:SCREW CONNECTION, WIDTH:5.2 MM, COLOR:GRAY, MOUNTING TYPE:NS 35/7,5,NS 35/15"
525,17771,POWER SUPPLY UNIT - QUINT-PS/1AC/24DC/10
526,17772,MVP12 PLASTIC DI8 DO8 IOL
527,17773,"IP67 PN DIO14 IOL2 IRT 7/8"" 5PIN"
528,17774,SENSOR MODULE FOR INCREMENTAL ENCODER
529,17779,WIRE YELLOW/GREEN 1.5 SQMM
530,17786,FEMALE PLUG WITH CODIG FINGERS 6 POLE PIN SPACING 2.5 MM / 0.098 IN 100% PROTECTED AGAINST MISMATING CAGE CLAMP<REGISTERED>CONNECTION
531,17787,HBM - SENSOR CONNECTOR
532,17788,HBR - CONNECTOR
533,17789,CONNECTOR
534,17790,CONNECTOR
535,17791,CONDUIT CONNECTOR
536,17792,"UNINSULATED CABLE LUGS/SOLDERLESS TERMINALS ACCORDING TO DIN 46234, HIGH-QUALITY ELECTROLYTIC COPPER FOR GOOD CONDUCTIVITY, LEAST RESISTANCE"
537,17793,ENERGETIC DIFFUSE SENSOR
538,17794,BLIND PLUG - BLACK  M12
539,17795,INDICATING LAMP ORANGE 24V DC
540,17796,INDICATING LAMP RED 24V DC
541,17797,INDICATING LAMP BLUE 230V AC
542,17798,0.5 SQ/MM WIRE WHITE/BLUE
543,17799,0.25 SQ/MM WIRE WHITE/BLUE
544,17800,1.5 SQ/MM WIRE WHITE/BLUE
545,17801,2.5 SQ/MM WIRE WHITE/BLUE
546,17802,0.75 SQ/MM WIRE WHITE/BLUE
547,17803,2 CORE 1.5 SQ /MM
548,17804,ENCODER CABLE 1 MTR
549,17805,ETHERLINE P FLEX CAT5E
550,17807,RING CABLE LUGS L-RZ 3 INSULATED CABLE LUGS
551,17808,PULL WIRE SWITCH  2NC
552,17811,7G 1.5 SQ MM CABLE
553,17812,4G 2.5 SQ MM CABLE
554,17813,7G 0.5 SQMM CABLE
555,17814,RJ45 LENGTH 2M
556,17815,CABLE 12CX1
557,17816,CABLE
558,17817,PN: ZQ900-22 SCHMERSAL PULL WIRE SWITCH 2NC+2NO
559,17819,E-STOP BUTTON
560,17820,E-STOP PUSHBUTTON
561,17821,"MCB 32A, 4P"
562,17822,FEMALE CONNECTOR CABLE
563,17824,"CONTACT INSERT MODULE, NUMBER OF POSITIONS: RJ45, TYPE : RJ45, SOCKET, 48 V, 1 A, APPLICATION: DATA, GENDER CHANGER"
564,17825,TERMINAL MARKER
565,17827,VIGI XC60- EARTH LEAKAGE ADD-ON BLOCK 4P 63A AC 30MA
566,17830,"ELCB 40A, 4P, 30MA"
567,17831,BIN PRESENCE SENSOR
568,17833,REFLECTOR
569,17834,PUSH BUTTON GREEN ILLUMINATED
570,17836,M12 12PINS 2M POWER CABLE WITH OPEN END TERMINALS
571,17838,M16 CABLE GLAND WITH LOCKNUT
572,17839,RCBO 30MA/10A 2P
573,17840,MINIATURE CIRCUIT BREAKER - XC60 - 4 POLES - 20 A - C CURVE
574,17841,"M12 FEMALE CONNECTOR , 4 PINS ANGLE"
575,17842,"M8 FEMALE CONNECTOR , 4 PINS ANGLE"
576,17844,<DASH>LFLEX<REGISTERED> 100 I 4 G 35.00
577,17845,7/8 PLASTIC LOCK SCREW
578,17846,"7/8"" MALE STRAIGHT FIELD-WIREABLE"
579,17847,"7/8"" FEMALE 0* FIELD-WIREABLE SCREW"
580,17860,CABLE-1CX16MM2GREEN/YELLOWCOPPERFLEXIBLE
581,17861,TP SWITCH WITH ESCAPE RELEASE
582,17863,"MOTOR CIRCUIT BREAKER, TESYS GV2, 3P, 6-10 A, THERMAL MAGNETIC, SCREW CLAMP TERMINALS"
583,17864,CPU WITH 2PORT PROFINET
584,17866,PUSH BUTTON-1NOWHITE
585,17871,DATAMAN 262L 1 D BARCODE READER 1.2 MP
586,17876,"HARMONY XB7, MONOLITHIC PILOT LIGHT, PLASTIC, CLEAR, 22, INTEGRAL LED, 24 V AC/DC"
587,17878,DIFFUSIVE SENSOR
588,17879,I/O MODULE
589,17880,A7-MP1-100
590,17881,HMI
591,17882,LIGHT CURTAIN
592,17884,ANTENNA CONNECTION CABLE N-CONNECT/RSMA MALE/MALE
593,17885,MEMORY CARD- 4MB
594,17886,"UNITRONIC<REGISTERED> LI2YCY (TP) 2X2X0,22"
595,17888,"MULTICORE CABLE, LFLEX<REGISTERED> CLASSIC 10 YY, PER METRE, UNSCREENED, 3 CORE, 16 AWG, 1.5 MM<POW2>"
596,17889,EMERGENCY PUSH BUTTON WITH KEY AND XB5AS84449 : SCHNEIDER
597,17891,PHOTO RETRO REFLECT SENSOR
598,17893,0.5 MM PIN LUGS
599,17894,COMMUNICATION CARD
600,17895,"RING LUG 25SQMM, DIA 8.4MM"
601,17896,HMI
602,17898,BARCODE SCANNER 1D RANGE
603,17899,CABLE 12CX0.5
604,17900,"MCB 4A, 3 POLE"
605,17901,ENCODER CABLE
606,17902,POWER CABLE MODE
607,17904,ENCLOSURE- 400WX500HX300DTSWALL MOUNTED
608,17905,"IP67 COMPACT MODULE, PLASTIC, 7/8<EURO>"
609,17906,"FOR VENTILATION BY CONVECTION, AN OUTLET FILTER CAN BE INSTALLED IN THE UPPER AND LOWER SECTIONS OF THE ENCLOSURE."
610,17907,CABLE
611,17909,MOUNTING RAIL 160 MM
612,17910,16 DIDO CARD FOR PLC
613,17913,1C X 6SQ MM (RED)
614,17915,"POWER SUPPLY, SWITCH-MODE POWER SUPPLY UNIT, 24 V"
615,17916,MANAGED ETHERNET SWITCH 8 PORT
616,17917,REDUNDANCY MODULE INPUT/OUTPUT: 24/48 V DC/20 A SUITABLE FOR DECOUPLING TWO POWER SUPPLIES
617,17918,"SMPS 24 V/10 A STABILIZED POWER SUPPLY INPUT: 120/230 V AC, OUTPUT: DC 24 V/10 A"
618,18039,DC MOTOR CONTROLLER
619,18041,CABLE CONNECTOR
620,18043,"1 INPUT, 3 RELAY OUTPUT MULTIFUNCTION SAFETY RELAY"
621,18045,"CF98.02.04 CHAINFLEX TPE CONTROL CABLE 4X0,25"
622,18047,FUSE HLDR BLADE 32V 30A IN LINE: 0FHA0030XP
623,18048,CABLE
624,18050,"PN:CF9.02.06.RW, CHAINFLEX TPE CONTROL CABLE 6X0,25 IGUS"
625,18053,CONTROL CABLE
626,18054,CONTROL CABLE TPE
627,18055,200W DC SERVO DRIVE ON ETHERCAT MAGNETIC ENCODER WITH BRAKE FD124S-EB-000
628,18056,POWER CABLE
629,18057,CABLE
630,18058,POWER CABLE
631,18059,CABLE
632,18060,ENCODER CABLE
633,18061,ENCODER CABLE
634,18062,"LOCKNUT M16X1,5 FOR M16 THREAD CABLE GLAND"
635,18063,"LOCKNUT M20X1,5 FOR M20 THREAD CABLE GLAND"
636,18064,"LOCKNUT M32X1,5 FOR M32 THREAD CABLE GLAND"
637,18067,"ETHERNET CAT6A,MALE STRAIGHT <DASH> MALE STRAIGHT,RJ45 <DASH> RJ45, 8-POLE,SHIELDED,WITHOUT CABLE SLEEVES,FURTHER CABLE LENGTHS ON REQUEST.,PLASTIC HOUSINGS WITH GOOD RESISTANCE AGAINST CHEMICALS AND OILS"
638,18068,FUSE HOLDER
639,18069,"MOUNTING BRACKET SET, LOCKING, WITH TIE-WRAP PLATES, PLASTIC"
640,18070,FUSE
641,18072,"SAFETY SPEED MONITORING (UP TO PL E) FOR: ZERO SPEED CONTROL, MAX. SPEED, SPEED RANGE AND DIRECTION CONTROL"
642,18073,COMPUTING SYSTEM
643,18074,WIRE ARMOURED CABLES
644,18075,CONVERTER
645,18076,MOTION SENSOR
646,18078,7461098 TERMINALS WP-SHFU PIN-PLATE 25PIN M6 SHANK 250A
647,18080,CONTROLLER- 0.72KW 48VDC
648,18081,FILTER
649,18082,PN: 788-117 JUMPER FOR JUMPER SLOT 8-WAY INSULATED
650,18083,MALE CONNECTOR
651,18084,TERMINALS WP-PLUG DIRECT PLUG 18.1MM 120A
652,18085,TERMINALS WP-PLUG DIRECT PLUG 120A
653,18087,BRUSHLESS DC MOTOR CONTROLLER
654,18088,BATTERY
655,18089,SPLICING CONNECTOR
656,18091,CABLE CHAIN
657,18092,CABLE CHAIN
658,18093,MOUNTING BRACKET
659,18098,DATA CABLE PVC
660,18099,SENSOR CABLE
661,18100,"WIRE: CONTROL CABLE CHAINFLEX<REGISTERED> CF98 8X0,14MM2 TPE BLUE CU"
662,18107,FUSE HOLDER 30A ACS INLINE ATO
663,18109,USB CABLE
664,18112,PRE FAB CABLE-K8SDFREESTRAIGHTNON-SHIELDEDFEMALE
665,18113,"SCALE ANALOG MAX. 1 SCALE MAX. 12 - 350 OHM LOAD CELLS,COMMUNICATION PROFIBUS DP PROFINET USB HOST ETHERNET TCP/IP ETHERNET/IP"
666,18114,"MCB-2P,125A"
667,18115,RJ45 CAT5E FEMALE SOCKET  WATERPROOF ETHERNET CONNECTOR
668,18116,SERIES RJ45 MALE PLUG WATERPROOF ETHERNET CONNECTOR
669,18117,COVER FOR MAXIHOLDER 152001.: 01520900TXN
670,18118,TOUGHBOOK
671,18119,BARCODE SCANNER-LASERWIRELESS2D
672,18122,HMI
673,18123,COMPUTING SYSTEM
674,18127,BUZZER
675,18128,RELAY
676,18129,RJ RELAY SOCKETS
677,18131,V90 LI POWER CABLE CF27-07-05-02-01-D
678,18132,"CF9.UL.02.04 CHAINFLEX TPE CONTROL CABLE 4X0,25"
679,18133,MPCB-3P48-65A
680,18136,5V 0.2A 3007 COOLING FAN FOR 3D PRINTER
681,18140,DEPTH CAMERA
682,18144,BLDC MOTOR FLEXIBLE EXTENSION CABLE
683,18147,DC/DC CONVERTER
684,18148,BUZZER
685,18149,USB CABLE
686,18150,ENCODER CABLE1M
687,18151,POWER CABLE 1M
688,18152,BRAKE CABLE 1M
689,18153,"WIRE: CONTROL CABLE CHAINFLEX CF98 4X0,14MM2 TPE BLUE CU"
690,18154,CONTROL CABLE
691,18158,CONTROL CARD HBM
692,18160,DRIVER CARD CBR-306FP
693,18162,DRIVER CARD
694,18165,CABLE ENTRY PLATE
695,18166,CABLE ENTRY PLATE
696,18167,CABLE ENTRY PLATE
697,18168,"SPLIT CABLE GLAND M32 X 1.5, 14MM PART NO: 45037 MODEL: KVT 32 + KGM-SUB-D9 MAKE: ICOTEK"
698,18171,GROMMET 8-9MM PART NO: 41208 MODEL: KT 8 MAKE: ICOTEK
699,18172,CAT 6 ETHERNET CABLE WHITE 10 FT
700,18173,"FUSE,20 A,32V DC"
701,18174,"BRUSHLESS DC MOTOR CONTROLLER, DUAL CHANNEL, 2 X 60A, 60V"
702,18175,"CABLE,POWER ,5M"
703,18176,"CABLE,SIGNALASSEMBLY,3M"
704,18178,"RJ45 MALE,4 POLE"
705,18180,"CONNECTOR,M12 MALE ,A CODED"
706,18181,"SERIESMELSEC IQ-F SERIES,TYPEFX5,INTERFACERS-485, WIDTH (MM)38,HEIGHT (MM)51,4,DEPTH (MM)15,4,WEIGHT (KG)0,02"
707,18183,AC/DC CONVERTER
708,18187,BATTERY PACK
709,18188,E-STOP
710,18189,CONTACT BLOCK
711,18191,MODULE: SAFETY RELAY PNOZ X7 USUP: 230VAC CONTACTS: NO X2 IN: 1
712,18195,BRAKE CABLE
713,18196,POWER CABLE
714,18197,CAN CONVERTER
715,18198,MOTOR CONTROLLER
716,18206,TUBULAR LUGS 25MM(SQUARE)
717,18208,FERRITE CLAMP
718,18210,TUBULAR LUGS 16MM(SQUARE)
719,18211,TUBULAR LUGS 25MM(SQUARE)
720,18212,CONTROLLER- 2KW 48VDC
721,18213,"WIRE, STRANDED, HOOK UP, PVC, BROWN, 16 AWG, 1.5 MM<POW2>, 328 FT, 100 M"
722,18214,I/O EXPANSION UNIT.
723,18243,"MILD STEEL WALL BOX, IP66, 150 MM X 150 MM X 120MM"
724,18246,"TYPE OF PRODUCT: WASHER, MODEL NO: WSH-PG7, SIZE: PG7, THREAD TYPE: PG THREAD"
725,18250,PANEL
726,18251,CONVERTER
727,18254,MONITORING SAFETY RELAY
728,18256,CONTACTOR
729,18258,BATTERY
730,18262,TERMINAL BLOCKS- TD 2.5 SQMM PUSH
731,18270,SWITCH MODE POWER SUPPLY
732,18271,AE COMPACT ENCLOSURE WHD: 380X300X155 MM SHEET STEEL WITH MOUNTING PLATE SINGLE-DOOR IP66
733,18273,PLOYCARBONATE ENCLOSURE
734,18274,ANTENNA
735,18275,SAFETY  CONTACTOR
736,18277,MICRO850 24 I/O ETHERNET/IP CONTROLLER
737,18278,MICRO800 INPUT MODULE
738,18279,MICRO800 OUTPUT MODULE
739,18283,"ANTENNA, 2.4 & 5 GHZ, 2.15 DBI, REVERSE POLARITY - SMA, ROHS: 930-033-R"
740,18284,ENCODER CABLE
741,18285,POWER CABLE
742,18289,END PLATE
743,18292,MITSUBISHI SERVO POWER CABLE SERIES
744,18293,AC SERVOMOTOR CABLE
745,18294,FX5-ENET/IP
746,18295,LITHIUM BATTERY
747,18296,CIRCULAR MIL SPEC CONNECTOR
748,18297,SERVO MOTOR
749,18298,SERVO MOTOR
750,18299,MOTOR
751,18304,PLC CPU MODULE
752,18305,I/O EXTENSION
753,18306,DIGITAL AC-SERVO AMPLIFIER
754,18307,DIGITAL AC-SERVO AMPLIFIER
755,18308,DIGITAL AC-SERVO AMPLIFIER
756,18310,AC SERVOMOTOR CABLE
757,18318,POINT I/O 8 POINT DIGITAL OUTPUT MODULE
758,18360,SAFETY PLC - COMPACT24VDC10 I/PS16 O/PS  6 TEST OUTPUTS
759,18687,"SIMATIC ET 200SP, TM COUNT 1X 24 V COUNTER MODULE, 1 CHANNEL FOR 24 V INCREMENTAL ENCODER OR PULSE ENCODER, 3 DI, 2 DQ SUITABLE FOR BU TYPE A0, PACKING QUANTITY: 1 UNIT,"
760,18688,IO ADAPTER
761,18689,"PLC,14 DI, 10 DO, 2 AI"
762,18691,"DIGITAL I/O, 16 DI/16 DO, 16 DI 24V DC, SINK/SOURCE, 16 DO, TRANSISTOR 0.5A"
763,18692,DRIVE- 24KW3 PHASE510-720 VDC
764,18694,"VFD 2.2KW (VT), 1.5KW (CT), 3PH/415VAC"
765,18695,"PLC CPU 1511-1 PN, 150KB/1MB, S7-1500, SIEMENS"
766,18696,"CPU 1PN, 300KB PROG./1MB DATA"
767,18697,"PLC CPU 2PN, 500KB/3MB"
768,18698,"PANEL DOOR HANDLE PUSH ASSEMBLY, SEMI- CYLINDER FOR HANDLE"
769,18699,"PANEL DRAWING POCKET, MAKE: RITTAL, P/N: SZ-2513000"
770,18701,PANEL DRAWING POCKET
771,18702,"PN: 6SL3210-1KE18-8UF1 SIEMENS, VFD 4.0KW (VT), 3.0KW (CT), 3PH/415VAC, G120C PN"
772,18708,"MCB 4A, 2 POLE"
773,18709,MCB DP 6A
774,18710,MCB 2 POLE 10A
775,18711,"MCB 2P, 16A"
776,18712,"MCB 2P, 20A"
777,18713,MCB 40A 2POLE A9N2P40C SCHNEIDER
778,18714,"MCB DP, 63A"
779,18715,"MCB 3P, 2A A9N3P02C SCHNEIDER"
780,18716,MCB 3 POLE 6A
781,18717,MCB 10A 3POLE
782,18718,BAR CODE SCANNERS
783,18719,SENSOR
784,18720,DISTANCE SENSOR
785,18721,DISTANCE SENSOR
786,18722,"VFD 3.0KW (VT), 2.2KW (CT), 3PH/415VAC"
787,18724,"MCB BUSBAR 3PX18MM, 12 MODULES, 63A, FORK"
788,18725,ISOLATOR SWITCH 12A 3P
789,18726,E-STOP SWITCH
790,18727,PUSH BUTTON BLACK WITH NO
791,18728,PUSH BUTTON
792,18730,DISTANCE SENSOR
793,18731,SENSOR
794,18732,REFLECTION LIGHT BARRIER
795,18733,REFLECTION LIGHT BARRIER
796,18735,"TS BASE/PLINTH COMPONENT, REAR, H: 100 MM, FOR W: 800 MM, RAL 7022, SHEET STEEL"
797,18738,VFD 400V 11KW
798,18739,BASIC OPERATOR PANEL (BOP-2)
799,18740,ELECTROMECHANICAL SAFETY SWITCH
800,18742,PUSH BUTTON RED 1NC
801,18743,PUSH BUTTON YELLOW 1NO
802,18744,SELECTOR SWITCH 2 POSITION STAY PUT
803,18745,SELECTOR SWITCH 3 POSITION
804,18746,EMERGENCY PUSH BUTTON WITH 1NC
805,18747,EMERGENCY PUSH BUTTON WITHOUT ILLUMINATED
806,18748,GREEN PUSH BUTTON 24V AC/DC
807,18749,RED ILLUMINATED MUSHROOM HEAD PUSHBUTTON WITH 1 NC
808,18750,INDICATING LAMP 22.5MM 24V DC LED WHITE
809,18751,INDICATOR
810,18753,SHORTING LINK FOR TERMINAL BLOCK 2.5SQMM
811,18754,2-CONDUCTOR THROUGH TERMINAL BLOCK; 2.5 MM<POW2>
812,18758,CABLE GLAND
813,18759,"CABLE GLAND PG29, POLYAMIDE, GREY"
814,18764,CONTROL CABLE
815,18765,"WIRE BLACK 4 SQMM, LAPP"
816,18766,WIRE RED 2.5 SQMM
817,18767,"WIRE RED 4 SQMM, LAPP"
818,18774,CABLE-1CX35MM2YELLOWCOPPERFLEXIBLE
819,18775,"0.5 SQ.MM WIRE - BLACK, LAPP"
820,18776,"0.5 SQ.MM SINGLE CORE CABLE - BLUE, LAPP"
821,18778,"PN: 4610031U LAPP, WIRE 0.5 SQMM BROWN, 1X0.5 FR-LSH"
822,18779,"WIRE 0.5 SQMM RED, 1X0.5 FR-LSH, LAPP"
823,18780,0.5 SQ.MM WIRE - WHITE (FRLS) 4610051U LAPP
824,18781,100 MM POLE
825,18782,FUSE
826,18783,IP67 PN DIO16 M12L 5P
827,18784,CABLE
828,18785,THREE-PHASE VOLTAGE AND PHASE-SEQUENCE PHASE-LOSS RELAY
829,18787,HYBRID MOTOR STARTER REVERSING CONTROL LOAD :2.4A 3PH
830,18788,"HYBRID MOTOR STARTER, REVERSING, CONTROL: 24VDC, LOAD: 9A 3 PH ELR H5-I-SC-24DC/500AC-9 - 2900576"
831,18789,SLIM RELAY : 24 V DC
832,18790,SHORTING LINK
833,18791,RELAY MODULE 24DC
834,18792,"MCB 3P, 63A"
835,18793,CIRCUIT BREAKER
836,18795,CONTACTOR 9A 3P AC3 4KW 1NO 1NC 24VDC COIL
837,18797,INDICATING LAMP 22.5MM LED TYPE RED 24V DC
838,18798,"INDICATING LAMP 22.5MM LED TYPE, RED 230V AC"
839,18799,"INDICATING LAMP 22.5MM LED TYPE, YELLOW 230VAC"
840,18800,"INDICATING LAMP 22.5MM LED TYPE, BLUE 230V AC"
841,18801,"PN: SF12038HSL2 SUPAFLEX, FAN 4 INCH, 120X120X38, 220VAC"
842,18802,"PN: SF22060HBL2 SUPAFLEX, FAN 8 INCH, 220X220X60, 220VAC"
843,18803,REFLECTOR FOR SENSOR
844,18804,INDUCTIVE PROXIMITY SWITCH
845,18805,"WIRE 10 SQMM RED, 1X10 FR-LSH, LAPP"
846,18806,"WIRE 16 SQMM RED, 1X16 FR-LSH"
847,18809,"WIRE 1.5 SQMM YELLOW, 1X1.5 FR-LSH, LAPP"
848,18812,"0.5 SQ.MM WIRE - GREY, LAPP"
849,18814,CABLE UNIPLUS 1X1.5 GREEN/YELLOW 4620001U LAPP
850,18816,1.5 SQ.MM WIRE - BLACK 4620011U MAKE: LAPP
851,18817,<DASH>LFLEX<REGISTERED> UNIPLUS FRLS 1X2.5 BK LAPP
852,18819,"WIRE 6 SQMM BLACK  1X6 FR-LSH, LAPP"
853,18820,"WIRE 10 SQMM BLACK, 1X16 FR-LSH, LAPP"
854,18821,"WIRE 16 SQMM BLACK, 1X16 FR-LSH"
855,18822,COMM MOD- OPTICALTRANSRECEIVERETHERNET IPPROFINET40M
856,18823,TOWER LIGHT ELEMENT RED
857,18824,TOWER LIGHT ELEMENT YELLOW
858,18825,TOWER LIGHT ELEMENT GREEN
859,18826,SAFETY RELAYS
860,18827,POTENTIAL COLLECTIVE TERMINAL - PTU 35/4X10 BU
861,18829,"OCK, NOM. VOLTAGE: 800 V, NOMINAL CURRENT: 32 A, CONNECTION METHOD: SCREW CONNECTION, RATED CROSS SECTION: 4 MM2, CROSS SECTION: 0.2 MM2 - 6 MM2, MOUNTING TYPE: NS 35/7,5, NS 35/15, NS 32, COLOR: GRAY"
862,18830,"POWER SUPPLIES, SINGLE-PHASE 20A"
863,18834,PG9 LOCK NUT
864,18835,PG11 LOCK NUT
865,18837,PG9 CABLE GLAND
866,18838,PG11 CABLE GLAND
867,18840,CABLE-25G X 0.5MM2GREYCUFLEXIBLE
868,18841,30GX0.5 SQMM PN 1119030 MAKE: LAPP
869,18844,CABLE-4G X 1.5MM2GREYCOPPERFLEXIBLE
870,18846,CABLE
871,18847,"OLFLEX CLASSIC 110 2 X 0.75, FLEXIBLE MULTICORE CABLE"
872,18848,"1CX1.5 SQ.MM WIRE - BLUE, LAPP"
873,18854,1CX1.5 SQ.MM WIRE - RED 4620041U MAKE : LAPP
874,18855,CABLE-1G X 2.5MM2RED
875,18856,CABLE-1CX4MM2REDCOPPERFLEXIBLE
876,18857,"WIRE 6 SQMM RED  1X6 FR-LSH, LAPP"
877,18861,CABLE-1CX16MM2YELLOWCOPPERFLEXIBLE
878,18866,FERRULE 2.5MM2
879,18867,K8AK-VW2 100-240VA VOLTAGE MONITORING RELAY SUPPLY
880,18868,"16 DIGITAL OUTPUTS, REMOTE, MODULAR I/O SYSTEM"
881,18869,"POWER SUPPLY, 120 W, 24VDC, 5A, DIN RAIL MOUNTING"
882,18870,"POWER SUPPLIES, SINGLE-PHASE 10A"
883,18871,FEED-THROUGH TERMINAL BLOCK 10SQMM
884,18873,SHORTING LINK DD 2.5MM2 PUSH TYPE
885,18874,SHORTING LINK 4 SQMM 20 POINTS
886,18880,4 MM PIN LUGS LAPP
887,18881,CONDUCTOR END SLEEVES INSULATED 10 MM2-RED
888,18882,16.0 MM PIN LUGS-BLUE
889,18883,1.5 MM RING LUGS ( RANGE 0.5 TO 1.5)   MAKE : LAPP (63104060)
890,18884,6 MM RING LUGS ( RANGE 4 TO 6)
891,18885,FORK TYPE LUGS 1.5-2.5 SQ MM
892,18886,10.0 MM RING LUGS 63204255
893,18887,BARCODE SCANNER MOUNTING
894,18888,BARCODE SCANNER OPTO SWITCH
895,18889,OPTICAL READING HEAD
896,18890,"REDUNDANCY MODULE FOR S8VK (INPUT 5-30VDC, OUTPUT 10A)"
897,18891,"POWER SUPPLIES, THREE-PHASE"
898,18892,PN:OMR.S8VK-T96024 SWITCH MODE POWER SUPPLY 40A MAKE:OMRON
899,18894,POWER SUPPLY 40A
900,18895,PANEL ENCLOSURE 400HX400WX210D
901,18897,NEUTRAL BUSBAR
902,18899,CONNECTOR WITH CABLE
903,18900,CONNECTOR WITH CABLE
904,18901,FEMALE CORDSET
905,18902,"FILTER 4"" SCREW TYPE - MAKE: PECOX INTERNATIONAL PN: PAV01"
906,18903,SUPPORT BRACKET
907,18904,CONNECTION TERMINAL BLOCK
908,18905,CONNECTION TERMINAL BLOCK
909,18906,EARTHING TERMINAL 5.00 MM2 PHOENIX P/N: 441504
910,18909,CABLE 4 G 1.50 GY
911,18911,OLFLEX 100 I 3G2.5 PN 38007075 MAKE LAPP
912,18912,WIRE YELLOW/GREEN 2.5 SQMM
913,18913,WIRE
914,18915,TB DOUBLE-DECKER PARTITION PLATE
915,18918,TERMINAL BLOCK 2.5 SQ. MM  SPRING CAGE TYPE (DOUBLE DECKER)  MAKE:PHOENIX  P/N:3031270  P/N:STTB 2.5
916,18919,CONTACTOR 38A LC1D38BD SCHNEIDER
917,18921,EARTH LEAKAGE PROTECTION CVS/NSX - 100/160
918,18922,MCCB HANDLE
919,18923,"EARTH LEAKAGE PROTECTION DEVICE FOR 200/250, 4P"
920,18926,"DISTRIBUTION TERMINAL BLOCK 6/12X2,5 P/N: PTFIX 6/12X2,5-NS35 GY, P/N: 3273088"
921,18927,"SURGE CONTROLLER, 4 POLE, 415VAC, VAL-MS 320-3+1/FM, PHOENIX, P/N:5792087"
922,18929,TERMINAL
923,18930,PANEL DOOR HANDLE ERGOFROM
924,18931,MCCB-4P125A
925,18935,"UNITRONIC-FD 4X0,25"
926,18936,"UNITRONIC LIYY 4G 0,14"
927,18937,CABLE
928,18940,"OLFLEX 110 2X1 MM2, MAKE LAPP-11198521"
929,18944,OLFLEX 100 I 3G 1.5 SQMM PN: 38007065
930,18945,NETWORK CABLE SHEILDED
931,18946,NETWORK CABLE
932,18948,MULTICONDUCTOR TERMINAL BLOCK 4SQMM
933,18949,TERMINAL COVER
934,18950,"ETHERNET SWITCH, 5 TP RJ45 PORTS"
935,18951,"ETHERNET SWITCH, 8 TP RJ45 PORTS"
936,18954,"MCB BUSBAR END CAP, 3P"
937,18956,"MEMORY CARD, 12MB"
938,18958,WIRE BLACK 2.5 SQMM
939,18959,INDUCTIVE PROXIMITY SWITCH
940,18960,INDUCTIVE PROXIMITY SWITCH
941,18963,MCCB 63A/25KA THERMAL MAG TRIP UNIT 4POLE ADJUST
942,18964,"MCCB-4P,100A"
943,18965,PANEL DOOR SWITCH RIT.4127.010 RITTAL
944,18966,TUBELIGHT FOR PANEL 5 W
945,18967,ELCB
946,18968,MCB 1 POLE 2A
947,18969,"MCB 1P, 6A A9N1P06C SCHNEIDER"
948,19500,DEEP GROOVE BALL BEARING ID-15MM
949,22709,SHORTING LINK
950,22711,MCB
951,22716,COMPACT FLASH CARD
952,22717,MDR CARD
953,22718,MOTOR DRIVER
954,22720,CABLE
955,22726,POWER MODULE
956,22728,POWER MODULE
957,22729,REACTOR
958,22731,MINIATURE CIRCUIT BREAKER
