,SUPPLIER_CODE,ITEM_CODE,PART_DESCRIPTION,ITEM_NAME,SUPPLIER_NAME,PRICE_mean,PRICE_min,PRICE_max,DAYS_TAKEN_TO_DELIVER_mean,DAYS_TAKEN_TO_DELIVER_min,DAYS_TAKEN_TO_DELIVER_max,FAULTED_PARTS_RATE_mean,FAULTED_PARTS_RATE_min,FAULTED_PARTS_RATE_max,CERTIFICATIONS
258,VD342382,SIC2279,Precision stepper motor with feedback,Stepper Motor,SICK INDIA Pvt. Ltd.,1077.2128846153846,922.01,1344.25,49.28846153846154,4,97,0.03604402832182669,0.0,1.0,['Australia']
259,VD342382,SIC2428,Pneumatic gripper for robotic arms,Gripper,SICK INDIA Pvt. Ltd.,1169.2558695652174,977.28,1451.1,49.06521739130435,4,98,0.0518627650228356,0.0,1.0,['India']
260,VD342382,SIC2486,24V DC power supply,Power Supply,SICK INDIA Pvt. Ltd.,2694.922857142857,2165.53,3152.88,54.91428571428571,6,99,0.01088556975823625,0.0,0.1,"['Australia', 'Asia', 'India']"
261,VD342382,SIC3358,Variable Frequency Drive for motor control,VFD Drive,SICK INDIA Pvt. Ltd.,1656.2578571428571,1332.5,1939.65,46.32142857142857,7,100,0.019318476478515034,0.0,0.1,"['Europe', 'India', 'US', 'Canada']"
262,VD342382,SIC4379,High-speed servo motor driver,Servo Motor Driver,SICK INDIA Pvt. Ltd.,2696.399811320755,2182.73,3131.63,51.22641509433962,4,95,0.032045208118334834,0.0,1.0,"['Australia', 'Europe']"
263,VD342382,SIC4522,Inductive proximity sensor,Proximity Sensor,SICK INDIA Pvt. Ltd.,812.0213846153846,669.1,996.44,47.83076923076923,8,99,0.06362519723308735,0.0,1.0,"['Asia', 'India', 'Europe', 'Canada', 'US', 'Australia']"
264,VD342382,SIC5964,6-axis robotic arm,Robotic Arm,SICK INDIA Pvt. Ltd.,2918.8799999999997,2396.24,3545.58,48.696969696969695,6,96,0.037649621956605726,0.0,1.0,"['US', 'Asia', 'Australia']"
265,VD342382,SIC6097,High-precision pressure sensor,Pressure Sensor,SICK INDIA Pvt. Ltd.,1566.0680327868852,1255.6,1842.48,51.08196721311475,3,97,0.0361848289103866,0.0,1.0,"['US', 'Canada', 'Europe', 'India', 'Asia']"
266,VD342382,SIC6519,RTD temperature sensor,Temperature Sensor,SICK INDIA Pvt. Ltd.,722.6340740740741,582.41,871.37,54.370370370370374,3,99,0.02131887200150844,0.0,0.1,"['Asia', 'US', 'Europe']"
267,VD342382,SIC6574,Modular PLC for automation,PLC Controller,SICK INDIA Pvt. Ltd.,54.59727272727273,45.15,65.33,51.02272727272727,4,97,0.01572736550159813,0.0,0.0975609756097561,"['Canada', 'Australia', 'Europe', 'US', 'Asia']"
268,VD342382,SIC9215,Compact 3D printer for prototyping,3D Printer,SICK INDIA Pvt. Ltd.,1848.1436842105265,1504.95,2247.98,54.28947368421053,3,99,0.008775496721415194,0.0,0.09854014598540146,"['Europe', 'Australia', 'India', 'Asia']"
269,VD342382,SIC9227,High-precision 10K resistor,Resistor,SICK INDIA Pvt. Ltd.,3730.2708888888887,3102.01,4429.84,49.111111111111114,4,98,0.0315433161287038,0.0,1.0,"['US', 'Asia', 'India', 'Europe', 'Canada', 'Australia']"
270,VD345905,SD 1044,RTD temperature sensor,Temperature Sensor,SD ELECTRICAL,1045.1035,830.9,1233.55,45.21666666666667,4,99,0.031400929595086516,0.0,1.0,"['Canada', 'Australia']"
271,VD345905,SD 1152,24V DC power supply,Power Supply,SD ELECTRICAL,4414.577948717949,3612.39,5347.07,44.97435897435897,3,100,0.06643479206142848,0.0,1.0,['Europe']
272,VD345905,SD 1800,Compact DC motor with high torque,12V DC Motor,SD ELECTRICAL,3668.166111111111,2911.35,4313.2,50.425925925925924,5,98,0.031440356567868116,0.0,1.0,['Asia']
273,VD345905,SD 1821,Precision stepper motor with feedback,Stepper Motor,SD ELECTRICAL,2972.8162686567166,2398.8,3537.15,60.56716417910448,12,100,0.04686842129194343,0.0,1.0,"['Australia', 'US', 'Asia']"
274,VD345905,SD 2452,Industrial control cabinet with locks,Control Cabinet,SD ELECTRICAL,2432.222321428572,1939.1,2883.11,50.44642857142857,3,95,0.012748709899744139,0.0,0.0967741935483871,"['Canada', 'Europe']"
275,VD345905,SD 2762,High-precision 10K resistor,Resistor,SD ELECTRICAL,3164.4812244897957,2574.98,3828.57,47.775510204081634,5,100,0.05591129832736215,0.0,1.0,"['Asia', 'US']"
276,VD345905,SD 3061,High-precision pressure sensor,Pressure Sensor,SD ELECTRICAL,3140.6346666666664,2533.1,3733.79,56.55,7,99,0.029142225865209405,0.0,1.0,"['Australia', 'Canada', 'Asia', 'US']"
277,VD345905,SD 3685,SPDT relay switch for automation,10A Relay Switch,SD ELECTRICAL,4800.872,3934.28,5784.37,52.375,3,100,0.050999145091559575,0.0,1.0,"['US', 'Europe']"
278,VD345905,SD 5470,Modular PLC for automation,PLC Controller,SD ELECTRICAL,4743.975344827586,3812.22,5555.94,53.91379310344828,4,100,0.02868625881505249,0.0,1.0,"['India', 'Asia', 'Europe', 'Australia', 'US']"
279,VD345905,SD 5794,Pneumatic gripper for robotic arms,Gripper,SD ELECTRICAL,1697.5858974358976,1376.63,2028.76,53.743589743589745,3,98,0.01544815873549782,0.0,0.05,"['Asia', 'Canada', 'India', 'US', 'Australia', 'Europe']"
280,VD345905,SD 5830,Variable Frequency Drive for motor control,VFD Drive,SD ELECTRICAL,767.795125,614.07,912.0,54.1125,4,100,0.06267004307789445,0.0,1.0,"['Europe', 'Asia', 'India', 'Australia', 'US', 'Canada']"
281,VD345905,SD 6384,6-axis robotic arm,Robotic Arm,SD ELECTRICAL,2236.606111111111,1819.5,2672.14,55.80555555555556,12,98,0.01674268311861083,0.0,0.0970464135021097,"['Asia', 'India']"
282,VD345905,SD 8247,Compact 3D printer for prototyping,3D Printer,SD ELECTRICAL,4850.556774193548,3808.18,5689.54,50.29032258064516,7,99,0.04922097979417893,0.0,1.0,"['India', 'Europe', 'US', 'Canada', 'Asia', 'Australia']"
283,VD345905,SD 8513,Inductive proximity sensor,Proximity Sensor,SD ELECTRICAL,1705.675,1386.92,2048.26,48.233333333333334,8,100,0.030867935378359315,0.0,1.0,['Asia']
284,VD345905,SD 9712,High-speed servo motor driver,Servo Motor Driver,SD ELECTRICAL,1002.5096226415095,795.22,1175.54,50.113207547169814,4,100,0.03332255657968812,0.0,1.0,"['Asia', 'Australia']"
285,VD357174,SON1241,Compact 3D printer for prototyping,3D Printer,SONEPAR INDIA PRIVATE LIMITED,4356.371212121212,3516.53,5157.8,56.666666666666664,5,96,0.01275509185588237,0.0,0.09782608695652174,"['Asia', 'Australia']"
286,VD357174,SON1600,Modular PLC for automation,PLC Controller,SONEPAR INDIA PRIVATE LIMITED,717.8224137931034,586.48,854.68,48.53448275862069,5,95,0.06838301851292516,0.0,1.0,['Asia']
287,VD357174,SON3558,Inductive proximity sensor,Proximity Sensor,SONEPAR INDIA PRIVATE LIMITED,259.55365384615385,212.05,312.53,50.46153846153846,5,99,0.027405864597007924,0.0,1.0,"['Asia', 'Australia', 'Europe', 'Canada', 'US']"
288,VD357174,SON4226,6-axis robotic arm,Robotic Arm,SONEPAR INDIA PRIVATE LIMITED,1993.4946341463415,1624.13,2408.52,47.853658536585364,4,100,0.06317340480027421,0.0,1.0,"['Australia', 'US', 'Canada', 'India']"
289,VD357174,SON4528,SPDT relay switch for automation,10A Relay Switch,SONEPAR INDIA PRIVATE LIMITED,1584.6473333333333,1273.49,1908.68,47.06666666666667,4,95,0.01631304601872417,0.0,0.1,"['Australia', 'Europe', 'India', 'US', 'Canada', 'Asia']"
290,VD357174,SON4927,Industrial control cabinet with locks,Control Cabinet,SONEPAR INDIA PRIVATE LIMITED,5031.647115384615,3964.12,5891.44,56.42307692307692,7,99,0.014489280153042737,0.0,0.09818181818181818,"['US', 'Asia']"
291,VD357174,SON5260,High-speed servo motor driver,Servo Motor Driver,SONEPAR INDIA PRIVATE LIMITED,3101.181617647059,2549.86,3798.58,59.411764705882355,3,99,0.034016709192580895,0.0,1.0,"['Australia', 'India']"
292,VD357174,SON5346,24V DC power supply,Power Supply,SONEPAR INDIA PRIVATE LIMITED,733.9502777777777,600.07,887.12,53.916666666666664,3,100,0.038602402637958964,0.0,1.0,"['US', 'India', 'Asia', 'Australia', 'Europe']"
293,VD357174,SON6652,Compact DC motor with high torque,12V DC Motor,SONEPAR INDIA PRIVATE LIMITED,4432.094716981132,3609.82,5345.43,49.339622641509436,3,100,0.13010711976219036,0.0,1.0,['Global Certification']
294,VD357174,SON6839,Variable Frequency Drive for motor control,VFD Drive,SONEPAR INDIA PRIVATE LIMITED,1186.222105263158,935.54,1377.84,48.50877192982456,3,100,0.03330520812251942,0.0,1.0,"['Asia', 'Australia', 'US', 'Canada', 'Europe', 'India']"
295,VD357174,SON8098,Pneumatic gripper for robotic arms,Gripper,SONEPAR INDIA PRIVATE LIMITED,2754.953611111111,2307.52,3257.57,48.111111111111114,5,100,0.040849958006885845,0.0,1.0,"['Canada', 'US', 'India', 'Australia', 'Asia', 'Europe']"
296,VD357174,SON8275,RTD temperature sensor,Temperature Sensor,SONEPAR INDIA PRIVATE LIMITED,2015.127358490566,1679.88,2500.68,54.56603773584906,3,99,0.029519644746038264,0.0,1.0,['India']
297,VD357174,SON8531,High-precision 10K resistor,Resistor,SONEPAR INDIA PRIVATE LIMITED,3940.601714285714,3207.36,4650.57,52.08571428571429,4,100,0.022966601192536185,0.0,0.09848484848484848,"['Europe', 'India', 'Australia', 'Asia', 'Canada', 'US']"
298,VD357174,SON9022,Precision stepper motor with feedback,Stepper Motor,SONEPAR INDIA PRIVATE LIMITED,3760.9714000000004,3056.12,4535.73,51.88,3,98,0.05412258753470227,0.0,1.0,"['Canada', 'US', 'Australia', 'India', 'Asia']"
299,VD357174,SON9220,High-precision pressure sensor,Pressure Sensor,SONEPAR INDIA PRIVATE LIMITED,4762.750169491525,3882.75,5759.84,45.08474576271186,4,100,0.0709025079413633,0.0,1.0,"['Europe', 'Canada', 'Australia']"
300,VD361486,BHL1710,Compact DC motor with high torque,12V DC Motor,BHL POWER SYSTEM PVT LTD,4575.380307692307,3672.39,5484.73,56.815384615384616,3,98,0.03311765298190007,0.0,1.0,"['Canada', 'US']"
301,VD361486,BHL2609,Compact 3D printer for prototyping,3D Printer,BHL POWER SYSTEM PVT LTD,1090.29,886.54,1321.51,51.06666666666667,6,99,0.04056591224889395,0.0,1.0,"['Australia', 'India']"
302,VD361486,BHL3839,Pneumatic gripper for robotic arms,Gripper,BHL POWER SYSTEM PVT LTD,2996.47425,2426.25,3590.35,50.7,6,100,0.01543357455750084,0.0,0.0995850622406639,"['US', 'Canada']"
303,VD361486,BHL3997,Modular PLC for automation,PLC Controller,BHL POWER SYSTEM PVT LTD,104.70197183098591,82.3,122.04,49.309859154929576,3,100,0.03493661102755748,0.0,1.0,"['US', 'Australia', 'Europe', 'Canada', 'India']"
304,VD361486,BHL5543,Precision stepper motor with feedback,Stepper Motor,BHL POWER SYSTEM PVT LTD,1409.28125,1123.28,1676.03,53.25,3,96,0.030668881792086378,0.0,1.0,"['Australia', 'Asia', 'Canada', 'India', 'Europe']"
305,VD361486,BHL6146,High-precision pressure sensor,Pressure Sensor,BHL POWER SYSTEM PVT LTD,1396.6459375,1122.45,1634.5,47.8125,4,98,0.04336494574559101,0.0,1.0,['Australia']
306,VD361486,BHL6200,High-precision 10K resistor,Resistor,BHL POWER SYSTEM PVT LTD,74.69365853658536,60.53,87.72,53.73170731707317,5,98,0.04106156835606426,0.0,1.0,"['Europe', 'Australia', 'US', 'Asia', 'Canada', 'India']"
307,VD361486,BHL6301,Industrial control cabinet with locks,Control Cabinet,BHL POWER SYSTEM PVT LTD,3325.0282258064517,2692.2,3975.29,55.225806451612904,4,99,0.05137924396279609,0.0,1.0,"['US', 'Canada', 'Europe', 'India']"
308,VD361486,BHL6498,6-axis robotic arm,Robotic Arm,BHL POWER SYSTEM PVT LTD,3127.9865625,2586.79,3696.47,56.28125,4,100,0.017712113511183715,0.0,0.09900990099009901,['Canada']
309,VD361486,BHL6752,24V DC power supply,Power Supply,BHL POWER SYSTEM PVT LTD,4233.505869565218,3374.7,4947.93,49.93478260869565,3,96,0.04298345427578513,0.0,1.0,['Australia']
310,VD361486,BHL8920,RTD temperature sensor,Temperature Sensor,BHL POWER SYSTEM PVT LTD,3887.860961538461,3161.24,4721.61,61.73076923076923,3,100,0.05353255323982193,0.0,1.0,"['US', 'Asia', 'Australia', 'India']"
311,VD361486,BHL9100,SPDT relay switch for automation,10A Relay Switch,BHL POWER SYSTEM PVT LTD,2618.8167647058826,2053.1,3073.82,49.94117647058823,6,97,0.02000319732355902,0.0,0.09933774834437085,['India']
312,VD361486,BHL9168,Inductive proximity sensor,Proximity Sensor,BHL POWER SYSTEM PVT LTD,1851.5445098039218,1524.05,2274.43,55.529411764705884,5,100,0.014648028202485681,0.0,0.1,"['Asia', 'Canada']"
313,VD361486,BHL9427,Variable Frequency Drive for motor control,VFD Drive,BHL POWER SYSTEM PVT LTD,2931.330819672131,2410.09,3589.62,57.78688524590164,3,100,0.018521514374619782,0.0,0.1,"['US', 'Europe', 'Canada']"
314,VD361486,BHL9776,High-speed servo motor driver,Servo Motor Driver,BHL POWER SYSTEM PVT LTD,3321.338181818182,2686.34,3942.95,53.85454545454545,7,99,0.03516196698517928,0.0,1.0,"['US', 'India', 'Canada', 'Australia']"
315,VD366534,MET1130,RTD temperature sensor,Temperature Sensor,Metaintent Private Limited,1957.6530357142858,1595.14,2373.82,45.535714285714285,3,100,0.04844040529957654,0.0,1.0,"['Canada', 'India', 'Europe', 'Australia']"
316,VD366534,MET1524,24V DC power supply,Power Supply,Metaintent Private Limited,3966.649117647059,3181.34,4765.31,51.26470588235294,4,98,0.05351762010310004,0.0,1.0,['Australia']
317,VD366534,MET1921,Industrial control cabinet with locks,Control Cabinet,Metaintent Private Limited,448.3522413793103,369.2,548.35,53.224137931034484,5,99,0.015648937580435073,0.0,0.1,['US']
318,VD366534,MET2538,6-axis robotic arm,Robotic Arm,Metaintent Private Limited,276.70405405405404,226.33,331.02,51.351351351351354,5,95,0.04213428339155235,0.0,1.0,"['US', 'Europe', 'Australia', 'India', 'Asia', 'Canada']"
319,VD366534,MET4702,Variable Frequency Drive for motor control,VFD Drive,Metaintent Private Limited,1020.3960714285714,843.0,1255.67,54.0,4,99,0.031058642817552336,0.0,1.0,"['India', 'US', 'Canada', 'Europe', 'Australia', 'Asia']"
320,VD366534,MET4877,Modular PLC for automation,PLC Controller,Metaintent Private Limited,4860.943617021277,3931.67,5855.95,53.0,4,100,0.015851270998058088,0.0,0.09897610921501707,"['Europe', 'Australia']"
321,VD366534,MET5078,Compact 3D printer for prototyping,3D Printer,Metaintent Private Limited,365.1490909090909,300.48,446.04,55.95454545454545,8,100,0.011552577524480134,0.0,0.09803921568627451,['Global Certification']
322,VD366534,MET5242,SPDT relay switch for automation,10A Relay Switch,Metaintent Private Limited,3252.9936363636366,2642.25,3931.93,42.86363636363637,5,99,0.01765710332459674,0.0,0.09722222222222222,['Europe']
323,VD366534,MET5940,High-precision pressure sensor,Pressure Sensor,Metaintent Private Limited,3215.256557377049,2644.08,3920.52,50.34426229508197,4,100,0.04926398028121814,0.0,1.0,"['India', 'US', 'Australia', 'Canada']"
324,VD366534,MET6013,Inductive proximity sensor,Proximity Sensor,Metaintent Private Limited,3579.4177272727275,2826.17,4189.49,54.72727272727273,3,99,0.057370525364630304,0.0,1.0,['Global Certification']
325,VD366534,MET7567,Compact DC motor with high torque,12V DC Motor,Metaintent Private Limited,3775.0220930232563,2993.63,4404.51,56.7906976744186,3,100,0.06284802125667013,0.0,1.0,"['Australia', 'Canada', 'Asia', 'India', 'Europe', 'US']"
326,VD366534,MET7900,High-speed servo motor driver,Servo Motor Driver,Metaintent Private Limited,2252.3537931034484,1813.23,2677.11,52.51724137931034,3,95,0.014171709414294398,0.0,0.0979381443298969,"['Asia', 'Europe', 'Canada', 'Australia']"
327,VD366534,MET8054,Precision stepper motor with feedback,Stepper Motor,Metaintent Private Limited,1804.1319607843136,1447.84,2141.6,56.0,3,100,0.07532467887839275,0.0,1.0,"['India', 'Australia', 'Asia', 'US', 'Canada', 'Europe']"
328,VD366534,MET9217,High-precision 10K resistor,Resistor,Metaintent Private Limited,2886.4466666666667,2360.62,3425.86,52.955555555555556,4,99,0.017138768220882197,0.0,0.09259259259259259,"['Canada', 'India']"
329,VD366534,MET9315,Pneumatic gripper for robotic arms,Gripper,Metaintent Private Limited,3884.376170212766,3084.53,4545.87,58.234042553191486,8,100,0.011975130550138663,0.0,0.0967741935483871,"['India', 'Australia', 'US']"
330,VD369278,M.A1068,High-precision 10K resistor,Resistor,M.A. ENTERPRISES,4097.237837837837,3273.86,4837.37,53.16216216216216,5,100,0.00918083037972379,0.0,0.09917355371900827,"['Asia', 'Europe']"
331,VD369278,M.A1841,24V DC power supply,Power Supply,M.A. ENTERPRISES,54.759230769230776,43.4,64.5,47.48717948717949,4,99,0.025346753004222372,0.0,0.1,"['Asia', 'Australia', 'US', 'Canada']"
332,VD369278,M.A3241,Pneumatic gripper for robotic arms,Gripper,M.A. ENTERPRISES,165.873,136.38,199.16,51.825,6,100,0.04834293109323806,0.0,1.0,"['Canada', 'Europe']"
333,VD369278,M.A3631,High-speed servo motor driver,Servo Motor Driver,M.A. ENTERPRISES,4256.526052631579,3386.39,5059.24,56.473684210526315,3,100,0.011164135695135613,0.0,0.09937888198757763,"['Europe', 'India', 'Asia', 'US', 'Canada', 'Australia']"
334,VD369278,M.A5260,6-axis robotic arm,Robotic Arm,M.A. ENTERPRISES,226.99275862068964,185.78,275.08,56.793103448275865,3,100,0.020832472156154937,0.0,0.0979020979020979,"['Asia', 'India']"
335,VD369278,M.A6174,Precision stepper motor with feedback,Stepper Motor,M.A. ENTERPRISES,3329.9054166666665,2665.62,3987.28,49.9375,3,96,0.018639547106226294,0.0,0.1,"['US', 'Asia', 'Europe', 'Australia', 'India', 'Canada']"
336,VD369278,M.A7049,RTD temperature sensor,Temperature Sensor,M.A. ENTERPRISES,1472.6675757575758,1202.08,1779.1,52.121212121212125,3,98,0.019292994650711975,0.0,0.09836065573770492,['India']
337,VD369278,M.A7492,Industrial control cabinet with locks,Control Cabinet,M.A. ENTERPRISES,1448.6574545454546,1207.04,1793.83,48.96363636363636,4,100,0.032186280162627846,0.0,1.0,"['Canada', 'Asia', 'US', 'Australia', 'Europe']"
338,VD369278,M.A7620,Variable Frequency Drive for motor control,VFD Drive,M.A. ENTERPRISES,3581.317924528302,2964.8,4352.14,51.943396226415096,3,98,0.06347982190025196,0.0,1.0,"['Asia', 'Europe', 'Australia', 'US', 'India', 'Canada']"
339,VD369278,M.A7769,Compact DC motor with high torque,12V DC Motor,M.A. ENTERPRISES,175.73735849056604,138.98,206.65,51.490566037735846,3,99,0.015756770704351067,0.0,0.1,"['India', 'Asia', 'US', 'Australia', 'Europe', 'Canada']"
340,VD369278,M.A7893,Modular PLC for automation,PLC Controller,M.A. ENTERPRISES,1087.8352083333334,877.33,1275.22,49.6875,4,98,0.033898836053248116,0.0,1.0,"['Asia', 'Canada', 'Australia', 'Europe']"
341,VD369278,M.A9424,SPDT relay switch for automation,10A Relay Switch,M.A. ENTERPRISES,2017.6243902439026,1654.39,2437.08,48.68292682926829,3,96,0.08523533143932555,0.0,1.0,"['Australia', 'Europe', 'Asia', 'India']"
342,VD369278,M.A9523,Compact 3D printer for prototyping,3D Printer,M.A. ENTERPRISES,3020.8913157894735,2402.34,3572.29,57.23684210526316,4,100,0.046159444546776986,0.0,1.0,"['Canada', 'Europe', 'Australia', 'US', 'India', 'Asia']"
343,VD369278,M.A9572,High-precision pressure sensor,Pressure Sensor,M.A. ENTERPRISES,1872.2474418604652,1502.49,2194.34,53.48837209302326,8,98,0.0397965088444948,0.0,1.0,"['Asia', 'Australia']"
344,VD369278,M.A9707,Inductive proximity sensor,Proximity Sensor,M.A. ENTERPRISES,192.02121951219513,157.31,231.03,62.4390243902439,10,100,0.016359734686518062,0.0,0.1,"['Asia', 'Australia', 'Canada', 'Europe', 'India', 'US']"
345,VD406065,SOC1836,RTD temperature sensor,Temperature Sensor,Social Sea India Pvt Ltd,198.58517241379312,161.08,240.39,51.13793103448276,4,98,0.029073453134191025,0.0,1.0,"['Australia', 'Asia', 'US', 'India']"
346,VD406065,SOC2543,Modular PLC for automation,PLC Controller,Social Sea India Pvt Ltd,3024.7299999999996,2458.17,3653.2,44.93877551020408,5,94,0.04937679204052952,0.0,1.0,"['India', 'Asia']"
347,VD406065,SOC2877,SPDT relay switch for automation,10A Relay Switch,Social Sea India Pvt Ltd,2943.5766666666664,2347.79,3428.94,58.083333333333336,7,100,0.04605437415800276,0.0,1.0,"['Asia', 'India', 'Europe', 'Australia', 'Canada', 'US']"
348,VD406065,SOC2937,Pneumatic gripper for robotic arms,Gripper,Social Sea India Pvt Ltd,3352.3387804878053,2712.28,3946.68,51.5609756097561,9,99,0.06100106697022798,0.0,1.0,"['Canada', 'Asia', 'Europe', 'Australia']"
349,VD406065,SOC3344,Industrial control cabinet with locks,Control Cabinet,Social Sea India Pvt Ltd,2183.483333333333,1738.12,2577.29,49.1,5,98,0.06573078194911429,0.0,1.0,"['Canada', 'Europe', 'India', 'US']"
350,VD406065,SOC3667,Precision stepper motor with feedback,Stepper Motor,Social Sea India Pvt Ltd,1107.855593220339,913.53,1354.81,46.33898305084746,3,100,0.04817797946941214,0.0,1.0,"['India', 'US', 'Canada', 'Asia', 'Europe']"
351,VD406065,SOC4560,Compact 3D printer for prototyping,3D Printer,Social Sea India Pvt Ltd,4021.4170967741934,3192.8,4646.69,54.16129032258065,6,98,0.04469340063285738,0.0,1.0,['US']
352,VD406065,SOC5067,High-precision pressure sensor,Pressure Sensor,Social Sea India Pvt Ltd,3647.535882352941,2914.4,4288.9,51.84313725490196,5,97,0.06061088501540403,0.0,1.0,"['Canada', 'Australia', 'US', 'Asia', 'Europe', 'India']"
353,VD406065,SOC5676,Variable Frequency Drive for motor control,VFD Drive,Social Sea India Pvt Ltd,3125.996078431372,2523.34,3681.13,51.509803921568626,3,100,0.037943227764340434,0.0,1.0,"['US', 'Australia', 'Canada']"
354,VD406065,SOC6243,High-speed servo motor driver,Servo Motor Driver,Social Sea India Pvt Ltd,852.450701754386,684.41,1013.57,49.31578947368421,4,100,0.01119487872538329,0.0,0.09965635738831616,['Asia']
355,VD406065,SOC6793,24V DC power supply,Power Supply,Social Sea India Pvt Ltd,3798.5311627906976,3125.61,4639.3,53.16279069767442,6,97,0.04622193328478486,0.0,1.0,"['Australia', 'Asia', 'Europe', 'India', 'US']"
356,VD406065,SOC7076,6-axis robotic arm,Robotic Arm,Social Sea India Pvt Ltd,808.9779487179487,642.61,950.72,50.333333333333336,3,99,0.015582623682203232,0.0,0.099601593625498,"['Canada', 'Asia']"
357,VD406065,SOC7413,High-precision 10K resistor,Resistor,Social Sea India Pvt Ltd,1277.433142857143,1035.27,1526.95,47.65714285714286,10,96,0.024466567305804373,0.0,0.1,"['India', 'Australia', 'Europe']"
358,VD406065,SOC7825,Compact DC motor with high torque,12V DC Motor,Social Sea India Pvt Ltd,3626.466923076923,2854.83,4259.55,56.69230769230769,4,98,0.01841858944337336,0.0,0.0975609756097561,"['Europe', 'Canada']"
359,VD406065,SOC9596,Inductive proximity sensor,Proximity Sensor,Social Sea India Pvt Ltd,575.45875,464.22,693.76,50.71875,3,98,0.04866200469969484,0.0,1.0,['Australia']
360,VD412248,ITA1828,Compact DC motor with high torque,12V DC Motor,iTALSEA,1620.6503703703702,1305.65,1931.67,44.94444444444444,5,99,0.0141602733807088,0.0,0.09302325581395349,"['Asia', 'Europe', 'Canada']"
361,VD412248,ITA2234,Variable Frequency Drive for motor control,VFD Drive,iTALSEA,1479.9647368421054,1209.04,1794.25,58.91228070175438,4,100,0.015013711087505429,0.0,0.1,"['US', 'Europe']"
362,VD412248,ITA2746,High-precision pressure sensor,Pressure Sensor,iTALSEA,4812.8,3839.71,5620.91,56.5531914893617,3,98,0.03983299078636575,0.0,1.0,"['Asia', 'Canada', 'India', 'Australia', 'US', 'Europe']"
363,VD412248,ITA3530,Industrial control cabinet with locks,Control Cabinet,iTALSEA,2724.420833333333,2181.05,3255.09,56.145833333333336,4,99,0.03475905969296088,0.0,1.0,"['India', 'Australia']"
364,VD412248,ITA3733,Pneumatic gripper for robotic arms,Gripper,iTALSEA,3458.8075510204085,2817.71,4173.9,54.0,4,99,0.018020483242799566,0.0,0.1,"['Australia', 'Asia', 'US', 'Canada', 'Europe']"
365,VD412248,ITA5046,6-axis robotic arm,Robotic Arm,iTALSEA,2748.0651612903225,2265.24,3238.84,46.806451612903224,3,98,0.019723379509933275,0.0,0.09836065573770492,"['Canada', 'US', 'India', 'Asia']"
366,VD412248,ITA5944,High-precision 10K resistor,Resistor,iTALSEA,2489.3435135135137,1994.27,2904.12,54.5945945945946,3,98,0.01792552715739183,0.0,0.09950248756218906,"['India', 'Australia']"
367,VD412248,ITA6076,SPDT relay switch for automation,10A Relay Switch,iTALSEA,3033.0709523809523,2417.24,3603.57,54.45238095238095,6,99,0.06693461486728147,0.0,1.0,"['Australia', 'Canada', 'India', 'Europe', 'Asia', 'US']"
368,VD412248,ITA6359,High-speed servo motor driver,Servo Motor Driver,iTALSEA,2988.614705882353,2438.16,3636.91,53.21568627450981,10,99,0.038244664510454565,0.0,1.0,['India']
369,VD412248,ITA6368,Inductive proximity sensor,Proximity Sensor,iTALSEA,1845.9681034482758,1485.35,2216.45,52.96551724137931,3,100,0.027730194633776736,0.0,1.0,['Global Certification']
370,VD412248,ITA6532,Precision stepper motor with feedback,Stepper Motor,iTALSEA,3543.038043478261,2804.64,4193.88,52.08695652173913,3,99,0.027687356702807954,0.0,0.09859154929577464,"['US', 'Australia', 'Europe', 'India', 'Asia', 'Canada']"
371,VD412248,ITA8640,RTD temperature sensor,Temperature Sensor,iTALSEA,2596.6260714285713,2069.32,3085.66,49.17857142857143,4,98,0.028828521937671825,0.0,1.0,"['Australia', 'US', 'Europe', 'Asia', 'India', 'Canada']"
372,VD412248,ITA8902,24V DC power supply,Power Supply,iTALSEA,2968.1388372093024,2380.49,3562.83,47.41860465116279,3,97,0.024690899517680498,0.0,0.09836065573770492,"['US', 'Canada', 'Australia']"
373,VD412248,ITA9218,Modular PLC for automation,PLC Controller,iTALSEA,312.29560000000004,251.79,375.33,44.02,4,98,0.015621551595273252,0.0,0.09881422924901186,"['India', 'US']"
374,VD412248,ITA9305,Compact 3D printer for prototyping,3D Printer,iTALSEA,3962.003421052632,3203.79,4753.69,54.0,4,100,0.018983327812258612,0.0,0.0996309963099631,"['Canada', 'Asia', 'Europe', 'US', 'Australia', 'India']"
375,VD424465,WEN1815,24V DC power supply,Power Supply,Wenglor Sensoric India Private Limited,459.0335135135136,365.84,534.52,46.5945945945946,3,99,0.03806718916752447,0.0,1.0,"['Europe', 'Canada', 'India', 'Asia', 'Australia', 'US']"
376,VD424465,WEN1949,Compact DC motor with high torque,12V DC Motor,Wenglor Sensoric India Private Limited,4042.923333333333,3241.0,4806.85,47.236111111111114,3,100,0.04770987290469032,0.0,1.0,"['Canada', 'US', 'Europe']"
377,VD424465,WEN2399,Industrial control cabinet with locks,Control Cabinet,Wenglor Sensoric India Private Limited,4318.6189583333335,3494.31,5214.79,55.791666666666664,6,100,0.05638058475575108,0.0,1.0,['India']
378,VD424465,WEN3566,High-speed servo motor driver,Servo Motor Driver,Wenglor Sensoric India Private Limited,3945.9585,3101.51,4642.96,56.416666666666664,4,99,0.04982166072929815,0.0,1.0,"['Europe', 'US', 'Canada', 'Asia', 'Australia']"
